symbol,name,ranknow
CFC,CoffeeCoin,1095
CCM100,CCMiner,1096
DGCS,Digital Credits,1097
OCEAN,BurstOcean,1098
PIZZA,PizzaCoin,1099
ABN,Abncoin,1100
APW,AppleCoin,1101
ATMC,ATMCoin,1102
IOST,IOStoken,1103
SHOW,Show,1104
INT,Internet Node Token,1105
BCD,Bitcoin Diamond,1106
SWFTC,SwftCoin,1107
GNX,Genaro Network,1108
SMT,SmartMesh,1109
WIC,WaykiChain,1110
GTC,Game,1112
AIDOC,AI Doctor,1113
BCX,BitcoinX,1114
BTO,Bottos,1115
HPB,High Performance Blockchain,1116
KEY,Selfkey,1117
LCT,LendConnect,1118
TSL,Energo,1119
TOPC,TopChain,1120
AMM,MicroMoney,1121
SBTC,Super Bitcoin,1122
MOT,Olympus Labs,1123
KCASH,Kcash,1124
CAN,CanYaCoin,1125
QBT,Qbao,1126
XTZ,Tezos (Pre-Launch),1127
BCA,Bitcoin Atom [Futures],1128
IGNIS,Ignis,1129
KBR,Kubera Coin,1130
HPY,Hyper Pay,1131
CMS,COMSA [ETH],1132
MOAC,MOAC,1133
EKO,EchoLink,1134
HTML,HTMLCOIN,1135
FRGC,Fargocoin,1136
UBTC,United Bitcoin,1137
UGC,ugChain,1138
SPHTX,SophiaTX,1139
CAPP,Cappasity,1140
CMS,COMSA [XEM],1141
FAIR,FairGame,1142
B2X,SegWit2x,1144
AIX,Aigang,1145
VIU,Viuly,1146
RNT,OneRoot Network,1147
AWR,AWARE,1148
UGT,UG Token,1149
FIL,Filecoin [Futures],1150
XIN,Mixin,1151
AI,POLY AI,1153
MKR,Maker,1154
HBC,HomeBlockCoin,1155
BIG,BigONE Token,1156
EDT,EtherDelta Token,1157
BDG,BitDegree,1158
XSTC,Safe Trade Coin,1159
IFC,Infinitecoin,1160
REBL,Rebellious,1161
TEL,Telcoin,1162
EAG,EA Coin,1163
CL,Coinlancer,1164
INF,InfChain,1165
NMS,Numus,1166
MDT,Measurable Data Token,1167
DAV,DavorCoin,1168
SWTC,Jingtum Tech,1169
BSR,BitSoar,1170
ATN,ATN,1171
LLT,LLToken,1172
TER,TerraNova,1173
SHND,StrongHands,1174
POLIS,Polis,1175
QUBE,Qube,1176
CLUB,ClubCoin,1177
CFUN,CFun,1178
CYDER,Cyder,1179
AIT,AICHAIN,1180
IDT,InvestDigital,1181
ZAP,Zap,1182
KB3,KB3Coin,1183
DIM,DIMCOIN,1184
GRX,GOLD Reward Token,1185
UQC,Uquid Coin,1186
BTE,BitSerial,1187
LBTC,Lightning Bitcoin [Futures],1188
XIN,Infinity Economics,1189
XID,Sphre AIR ,1190
HAC,Hackspace Capital,1191
HTML5,HTML5COIN,1192
TCT,TokenClub,1193
FDX,FidentiaX,1194
WETH,WETH,1195
SBC,StrikeBitClub,1196
BKX,Bankex,1197
TOK,Tokugawa,1199
VZT,Vezt,1200
CEFS,CryptopiaFeeShares,1201
UTT,United Traders Token,1202
SXDT,Spectre.ai Dividend Token,1203
CLD,Cloud,1204
BTCA,Bitair,1205
ESC,Escroco,1206
TOKC,TOKYO,1207
GOD,Bitcoin God,1208
KRM,Karma,1210
GBG,Golos Gold,1211
GET,GET Protocol,1212
MAGE,MagicCoin,1213
THS,TechShares,1214
STAR,Starbase,1215
NEOG,NEO GOLD,1216
OPC,OP Coin,1217
SIC,Swisscoin,1218
BCDN,BlockCDN,1219
GCS,GameChain System,1220
BOS,BOScoin,1221
MSD,MSD,1222
IC,Ignition,1223
SXUT,Spectre.ai Utility Token,1224
SUR,Suretly,1225
MCI,Musiconomi,1226
LEV,Leverj,1227
SJCX,Storjcoin X,1228
LTG,LiteCoin Gold,1229
PRN,Protean,1230
CPAY,Cryptopay,1231
EXRN,EXRNchain,1232
GJC,Global Jobcoin,1233
KZC,Kzcash,1234
VASH,VPNCoin,1235
ZBC,Zilbercoin,1236
SISA,SISA,1237
WOW,Wowcoin,1238
HIGH,High Gain,1239
PEC,Peacecoin,1240
SFE,SafeCoin,1241
FAP,FAPcoin,1242
ZENGOLD,ZenGold,1243
IQT,iQuant,1244
PLX,PlexCoin,1245
TCOIN,T-coin,1246
PNX,Phantomx,1247
PLC,PlusCoin,1248
CASH,Cash Poker Pro,1249
CAN,Content and AD Network,1250
SIGMA,SIGMAcoin,1251
RCN,Rcoin,1252
TRIA,Triaconta,1253
NUMUS,NumusCash,1254
GOLF,Golfcoin,1255
SHA,SHACoin,1256
ACES,Aces,1257
MDC,Madcoin,1258
DASHS,Dashs,1259
ETT,EncryptoTel [ETH],1260
NIMFA,Nimfamoney,1261
INDIA,India Coin,1262
ZSE,ZSEcoin,1263
TURBO,TurboCoin,1264
ANTX,Antimatter,1265
TLE,Tattoocoin (Limited Edition),1266
XTD,XTD Coin,1267
SAK,Sharkcoin,1268
BTCM,BTCMoon,1269
ANI,Animecoin,1270
VULC,Vulcano,1271
PCN,PeepCoin,1272
ELITE,Ethereum Lite,1273
HDLB,HODL Bucks,1274
APC,AlpaCoin,1275
GAY,GAY Money,1276
FAZZ,Fazzcoin,1277
FUDD,DimonCoin,1278
DAY,Chronologic,1279
DMC,DynamicCoin,1280
WIC,Wi Coin,1281
BXC,Bitcedi,1282
BLAZR,BlazerCoin,1283
SKR,Sakuracoin,1284
EGOLD,eGold,1285
UR,UR,1286
FRN,Francs,1287
GRN,Granite,1288
PDG,PinkDog,1289
EVR,Everus,1290
IRL,IrishCoin,1291
MAGN,Magnetcoin,1292
BEST,BestChain,1293
AKY,Akuya Coin,1294
MCR,Macro,1295
EDRC,EDRCoin,1296
FONZ,Fonziecoin,1297
BITOK,Bitok,1298
MTX,Matryx,1299
MGC,MergeCoin,1300
ELC,Elacoin,1301
ABC,Alphabit,1302
SND,Sand Coin,1303
BTC2X,Bitcoin2x,1304
RYZ,ANRYZE,1305
ASN,Aseancoin,1306
GAIN,UGAIN,1307
MARX,MarxCoin,1308
REGA,Regacoin,1309
UNRC,UniversalRoyalCoin,1310
COR,CORION,1311
LDCN,LandCoin,1312
QBT,Cubits,1313
BTCS,Bitcoin Silver,1314
MINEX,Minex,1315
CSC,CasinoCoin,1316
GBRC,Global Business Revolution,1317
HALLO,Halloween Coin,1318
TODAY,TodayCoin,1319
DON,Donationcoin,1320
DEUS,DeusCoin,1321
BTBC,Bitbase,1322
LEEK,Leek Coin,1323
RUNNERS,Runners,1324
FLAP,FlappyCoin,1325
GLS,GlassCoin,1326
PRES,President Trump,1327
IBTC,iBTC,1328
BSN,Bastonet,1329
SCT,Soma,1330
EVC,EventChain,1331
PRIMU,Primulon,1332
MMXVI,MMXVI,1333
HNC,Huncoin,1334
LEPEN,LePen,1335
UAHPAY,UAHPay,1336
NTC,Natcoin,1337
PCS,Pabyosi Coin (Special),1338
ACN,Avoncoin,1339
BIT,First Bitcoin,1340
BET,BetaCoin,1341
SKULL,Pirate Blocks,1342
WSX,WeAreSatoshi,1343
NBIT,netBit,1344
RUBIT,RubleBit,1345
UNC,UNCoin,1346
HCC,Happy Creator Coin,1347
XQN,Quotient,1348
WINK,Wink,1349
TELL,Tellurion,1350
KASHH,KashhCoin,1351
BLX,Blockchain Index,1352
BIRDS,Birds,1353
XDE2,XDE II,1354
EUSD,eUSD,1355
MONEY,MoneyCoin,1356
XVE,The Vegan Initiative,1357
CME,Cashme,1358
CC,CyberCoin,1359
DCRE,DeltaCredits,1360
QORA,Qora,1361
AV,AvatarCoin,1362
KARMA,Karmacoin,1363
OMC,Omicron,1364
SWP,Swapcoin,1365
DBG,Digital Bullion Gold,1366
DUTCH,Dutch Coin,1367
MAVRO,Mavro,1368
PAYP,PayPeer,1369
LKC,LinkedCoin,1370
TERA,TeraCoin,1371
TEAM,TeamUp,1372
CHEAP,Cheapcoin,1373
POKE,PokeCoin,1374
HYPER,Hyper,1375
LTH,LAthaan,1376
STEX,STEX,1377
SHELL,ShellCoin,1378
DISK,DarkLisk,1379
WA,WA Space,1380
RUPX,Rupaya [OLD],1381
CYC,Cycling Coin,1382
EGG,EggCoin,1383
FFC,FireFlyCoin,1384
BAC,BitAlphaCoin,1385
GMX,GoldMaxCoin,1386
10MT,10M Token,1387
ADK,Aidos Kuneen,1388
CBD,CBD Crystals,1389
OP,Operand,1390
ELTC2,eLTC,1391
YES,Yescoin,1392
TOPAZ,Topaz Coin,1393
OX,OX Fina,1394
MONETA,Moneta,1395
TCR,TheCreed,1396
FRWC,FrankyWillCoin,1397
FC,Facecoin,1398
VOYA,Voyacoin,1399
ROYAL,RoyalCoin,1400
IPY,Infinity Pay,1401
LAZ,Lazaruscoin,1402
X2,X2,1403
GML,GameLeagueCoin,1404
SPORT,SportsCoin,1405
IVZ,InvisibleCoin,1406
TRICK,TrickyCoin,1407
PRM,PrismChain,1408
NAMO,NamoCoin,1409
UTA,UtaCoin,1410
RICHX,RichCoin,1411
BUB,Bubble,1412
MEN,PeopleCoin,1413
PSY,Psilocybin,1414
XAU,Xaucoin,1415
AXIOM,Axiom,1416
XID,International Diamond,1417
TESLA,TeslaCoilCoin,1418
DUB,Dubstep,1419
HYTV,Hyper TV,1420
GUC,GoldUnionCoin,1421
OPES,Opescoin,1422
MBL,MobileCash,1423
RHFC,RHFCoin,1424
SNAKE,SnakeEyes,1425
FID,BITFID,1426
TOP,TopCoin,1427
FUTC,FutCoin,1428
GARY,President Johnson,1429
XOT,Internet of Things,1430
CMP,Compcoin,1431
BITCF,First Bitcoin Capital,1432
WC,WINCOIN,1433
OCOW,OCOW,1434
9COIN,9COIN,1435
BT1,BT1 [CST],1436
BT2,BT2 [CST],1437
EBIT,eBIT,1438
FBL,Faceblock,1439
ENT,ENTCash,1441
